perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	num_controls
SMARCB1-1	SMARCB1	0.823768809984206	ES2	perturbation_control	pearson	0	168
SMARCB1-2	SMARCB1	0.6577176870564935	ES2	perturbation_control	pearson	0	168
STAT3-1	STAT3	0.8530917775820538	ES2	perturbation_control	pearson	0	168
STAT3-2	STAT3	0.9139737448009123	ES2	perturbation_control	pearson	0	168
SUZ12-1	SUZ12	0.7886785234958246	ES2	perturbation_control	pearson	0	168
SUZ12-2	SUZ12	0.8270706706047274	ES2	perturbation_control	pearson	0	168
TXN-1	TXN	1.0173500157546753	ES2	perturbation_control	pearson	0	168
TXN-2	TXN	0.9434056757064769	ES2	perturbation_control	pearson	0	168
XBP-1	XBP	1.1218484085278833	ES2	perturbation_control	pearson	0	168
XBP-2	XBP	1.1704756388398792	ES2	perturbation_control	pearson	0	168
YAP1-1	YAP1	2.236624892867626	ES2	perturbation_control	pearson	0	168
YAP1-2	YAP1	2.3403016788518904	ES2	perturbation_control	pearson	0	168
AKT1-1	AKT1	0.883857586052726	HCC44	perturbation_control	pearson	0	150
AKT1-2	AKT1	0.9076610254483845	HCC44	perturbation_control	pearson	0	150
ARID1B-1	ARID1B	0.6975375908945606	HCC44	perturbation_control	pearson	0	150
ARID1B-2	ARID1B	0.6231152561852098	HCC44	perturbation_control	pearson	0	150
ATF4-1	ATF4	0.5922897730921967	HCC44	perturbation_control	pearson	0	150
ATF4-2	ATF4	0.7482423772342985	HCC44	perturbation_control	pearson	0	150
ATP50-1	ATP50	1.4330613022258558	HCC44	perturbation_control	pearson	0	150
ATP50-2	ATP50	1.229196645771869	HCC44	perturbation_control	pearson	0	150
AURKB-2	AURKB		HCC44	perturbation_control	pearson	0	150
BCL2-1	BCL2	0.8039436568571162	HCC44	perturbation_control	pearson	0	150
BCL2-2	BCL2	0.7560995071243105	HCC44	perturbation_control	pearson	0	150
BCL2L2-1	BCL2L2	0.32552868597708684	HCC44	perturbation_control	pearson	0	150
BCL2L2-2	BCL2L2	0.2051273859071095	HCC44	perturbation_control	pearson	0	150
BCL2L2-4	BCL2L2	0.48368510487673166	HCC44	perturbation_control	pearson	0	150
BRAF-2	BRAF		HCC44	perturbation_control	pearson	0	150
BRAF1-1	BRAF1		HCC44	perturbation_control	pearson	0	150
BRCA1-1	BRCA1	0.8587049231663928	HCC44	perturbation_control	pearson	0	150
BRCA1-2	BRCA1	0.8744317998725568	HCC44	perturbation_control	pearson	0	150
BRD4-1	BRD4	2.610421835538881	HCC44	perturbation_control	pearson	0	150
BRD4-2	BRD4	1.9409400855391965	HCC44	perturbation_control	pearson	0	150
CCND1-1	CCND1	0.7308806401644885	HCC44	perturbation_control	pearson	0	150
CCND1-2	CCND1	0.6328670786650624	HCC44	perturbation_control	pearson	0	150
CCNE1-1	CCNE1	1.9100407964698656	HCC44	perturbation_control	pearson	0	150
CCNE1-2	CCNE1	1.7161706900325993	HCC44	perturbation_control	pearson	0	150
CDK2-1	CDK2	2.4475458970076485	HCC44	perturbation_control	pearson	0	150
CDK2-2	CDK2	2.1978400272085903	HCC44	perturbation_control	pearson	0	150
CDK4-1	CDK4	1.1711530178661742	HCC44	perturbation_control	pearson	0	150
CDK4-2	CDK4	1.077265877398364	HCC44	perturbation_control	pearson	0	150
CDK4-3	CDK4	0.8494901806040593	HCC44	perturbation_control	pearson	0	150
CHEK2-1	CHEK2	0.3103937472794771	HCC44	perturbation_control	pearson	0	150
CHEK2-2	CHEK2	0.4118114425666414	HCC44	perturbation_control	pearson	0	150
COX5B-1	COX5B	0.7996989763292662	HCC44	perturbation_control	pearson	0	150
COX5B-2	COX5B	0.7518856005359241	HCC44	perturbation_control	pearson	0	150
CSNK1A1-1	CSNK1A1	1.9715428913126043	HCC44	perturbation_control	pearson	0	150
CSNK1A1-2	CSNK1A1	1.5979788055633848	HCC44	perturbation_control	pearson	0	150
CTNNB1-1	CTNNB1	0.027659256958050805	HCC44	perturbation_control	pearson	0	150
CTNNB1-2	CTNNB1	0.01549796205963436	HCC44	perturbation_control	pearson	0	150
Chr2-1	Chr2	0.5674990697231089	HCC44	perturbation_control	pearson	0	150
Chr2-2	Chr2	0.36493959985748936	HCC44	perturbation_control	pearson	0	150
Chr2-3	Chr2	0.7084918344080566	HCC44	perturbation_control	pearson	0	150
Chr2-4	Chr2	0.12999337316252632	HCC44	perturbation_control	pearson	0	150
Chr2-5	Chr2	0.600849945798847	HCC44	perturbation_control	pearson	0	150
Chr2-6	Chr2	0.7291315990184477	HCC44	perturbation_control	pearson	0	150
DOT1L-1	DOT1L	0.9050916164479889	HCC44	perturbation_control	pearson	0	150
DOT1L-2	DOT1L	0.9373718819537606	HCC44	perturbation_control	pearson	0	150
EGFR-1	EGFR	0.3062723251666124	HCC44	perturbation_control	pearson	0	150
EGFR-2	EGFR	0.3682024876630025	HCC44	perturbation_control	pearson	0	150
EGLN1-8	EGLN1	1.6972286661585454	HCC44	perturbation_control	pearson	0	150
EGLN1-9	EGLN1	1.5991059226115802	HCC44	perturbation_control	pearson	0	150
EMPTY	EMPTY		HCC44	perturbation_control	pearson	0	150
ERBB2-1	ERBB2	0.23027684564973738	HCC44	perturbation_control	pearson	0	150
ERBB2-2	ERBB2	0.2085098067254639	HCC44	perturbation_control	pearson	0	150
ERBB3-1	ERBB3	0.7006660052309788	HCC44	perturbation_control	pearson	0	150
ERBB3-2	ERBB3	0.6141903564638536	HCC44	perturbation_control	pearson	0	150
EZH2-1	EZH2	0.9077450053998558	HCC44	perturbation_control	pearson	0	150
EZH2-2	EZH2	1.0208135072347548	HCC44	perturbation_control	pearson	0	150
GLS-1	GLS	1.0988971420354776	HCC44	perturbation_control	pearson	0	150
GLS-2	GLS	0.8983847249417806	HCC44	perturbation_control	pearson	0	150
GPX4-1	GPX4	0.9809082811466173	HCC44	perturbation_control	pearson	0	150
GPX4-2	GPX4	0.829450171704208	HCC44	perturbation_control	pearson	0	150
HIF1a-1	HIF1a	0.7080222681052502	HCC44	perturbation_control	pearson	0	150
HIF1a-2	HIF1a	0.6671712836189295	HCC44	perturbation_control	pearson	0	150
ITGAV-1	ITGAV	3.4023183269015114	HCC44	perturbation_control	pearson	0	150
ITGAV-2	ITGAV	3.5612706961561784	HCC44	perturbation_control	pearson	0	150
JAK3-1	JAK3	0.32909428161835735	HCC44	perturbation_control	pearson	0	150
JAK3-2	JAK3	0.2967815559081521	HCC44	perturbation_control	pearson	0	150
KIF11-1	KIF11	2.3582161275347517	HCC44	perturbation_control	pearson	0	150
KIF11-2	KIF11	2.2509214990219584	HCC44	perturbation_control	pearson	0	150
KRAS-1	KRAS	1.5248264001229432	HCC44	perturbation_control	pearson	0	150
KRAS-2A	KRAS	1.425998256295316	HCC44	perturbation_control	pearson	0	150
KRAS-2B	KRAS	0.8956073615157332	HCC44	perturbation_control	pearson	0	150
LacZ-2	LacZ	0.28567106463261527	HCC44	perturbation_control	pearson	0	150
LacZ-3	LacZ	0.26329052514477286	HCC44	perturbation_control	pearson	0	150
Luc-1	Luc	0.48549607015840995	HCC44	perturbation_control	pearson	0	150
Luc-2	Luc	0.46144985930473653	HCC44	perturbation_control	pearson	0	150
MAPK1-1	MAPK1	0.9318249021151642	HCC44	perturbation_control	pearson	0	150
MAPK1-2	MAPK1	0.8501769505338108	HCC44	perturbation_control	pearson	0	150
MCL1-2	MCL1	0.47357425719615687	HCC44	perturbation_control	pearson	0	150
MCL1-5	MCL1	0.520264958323464	HCC44	perturbation_control	pearson	0	150
MTOR-1	MTOR	1.8189526318869664	HCC44	perturbation_control	pearson	0	150
MTOR-2	MTOR	1.5471718872388698	HCC44	perturbation_control	pearson	0	150
MYC-1	MYC	2.547316417322344	HCC44	perturbation_control	pearson	0	150
MYC-2	MYC	2.5185846075927625	HCC44	perturbation_control	pearson	0	150
ORC4-1	ORC4	0.34722688392336076	HCC44	perturbation_control	pearson	0	150
ORC4-2	ORC4	0.35588985234524184	HCC44	perturbation_control	pearson	0	150
PIK3CA-1	PIK3CA	0.8033538413448006	HCC44	perturbation_control	pearson	0	150
PIK3CA-2	PIK3CA	0.8167250452283246	HCC44	perturbation_control	pearson	0	150
POLR2D-1	POLR2D	2.5422879732253603	HCC44	perturbation_control	pearson	0	150
POLR2D-2	POLR2D	2.4257772480958013	HCC44	perturbation_control	pearson	0	150
PPIB-1	PPIB	0.1133506565464356	HCC44	perturbation_control	pearson	0	150
PPIB-2	PPIB	0.10226332036246201	HCC44	perturbation_control	pearson	0	150
PRDX1-1	PRDX1	0.32516100685771093	HCC44	perturbation_control	pearson	0	150
PRDX1-2	PRDX1	0.2799379793178856	HCC44	perturbation_control	pearson	0	150
PSMA1-1	PSMA1	2.1685447537746865	HCC44	perturbation_control	pearson	0	150
PSMA1-2	PSMA1	2.24155714007951	HCC44	perturbation_control	pearson	0	150
PTK2-1	PTK2	2.6865080480839545	HCC44	perturbation_control	pearson	0	150
PTK2-2	PTK2	2.775695503166494	HCC44	perturbation_control	pearson	0	150
RAC1-1	RAC1	0.9533298786807123	HCC44	perturbation_control	pearson	0	150
RAC1-2	RAC1	0.8055205654457124	HCC44	perturbation_control	pearson	0	150
RAF1-1	RAF1	0.9239433082877344	HCC44	perturbation_control	pearson	0	150
RAF1-2	RAF1	1.0675552274867401	HCC44	perturbation_control	pearson	0	150
RHOA-1	RHOA	2.334966870283345	HCC44	perturbation_control	pearson	0	150
RHOA-2	RHOA	2.4494007834868086	HCC44	perturbation_control	pearson	0	150
SDHB-1	SDHB	1.656323385825364	HCC44	perturbation_control	pearson	0	150
SDHB-2	SDHB	1.2713768190062293	HCC44	perturbation_control	pearson	0	150
SLC2A1-1	SLC2A1		HCC44	perturbation_control	pearson	0	150
SLC2A2-2	SLC2A2		HCC44	perturbation_control	pearson	0	150
SMARCB1-1	SMARCB1	0.6216636385346066	HCC44	perturbation_control	pearson	0	150
SMARCB1-2	SMARCB1	0.6918407006935097	HCC44	perturbation_control	pearson	0	150
STAT3-1	STAT3	0.7201990470946791	HCC44	perturbation_control	pearson	0	150
STAT3-2	STAT3	0.6080258505310893	HCC44	perturbation_control	pearson	0	150
SUZ12-1	SUZ12	1.5796950983246227	HCC44	perturbation_control	pearson	0	150
SUZ12-2	SUZ12	1.6056095204936267	HCC44	perturbation_control	pearson	0	150
TXN-1	TXN	0.7903089862867838	HCC44	perturbation_control	pearson	0	150
TXN-2	TXN	0.6743813551041877	HCC44	perturbation_control	pearson	0	150
XBP-1	XBP	1.0450358072820918	HCC44	perturbation_control	pearson	0	150
XBP-2	XBP	1.1699743401306053	HCC44	perturbation_control	pearson	0	150
YAP1-1	YAP1	0.5473828706878417	HCC44	perturbation_control	pearson	0	150
YAP1-2	YAP1	0.6204715515441399	HCC44	perturbation_control	pearson	0	150
AKT1-1	AKT1	0.32131302853813276	A549	perturbation_control	pearson	0	150
AKT1-2	AKT1	0.2842957441489405	A549	perturbation_control	pearson	0	150
ARID1B-1	ARID1B	0.6991643194434471	A549	perturbation_control	pearson	0	150
ARID1B-2	ARID1B	0.711443209634865	A549	perturbation_control	pearson	0	150
ATF4-1	ATF4	1.9535560606096287	A549	perturbation_control	pearson	0	150
ATF4-2	ATF4	1.9340819151189932	A549	perturbation_control	pearson	0	150
ATP50-1	ATP50	0.6879094645259552	A549	perturbation_control	pearson	0	150
ATP50-2	ATP50	0.5684456003286779	A549	perturbation_control	pearson	0	150
AURKB-2	AURKB		A549	perturbation_control	pearson	0	150
BCL2-1	BCL2	0.5624958990786234	A549	perturbation_control	pearson	0	150
BCL2-2	BCL2	0.5092979416295619	A549	perturbation_control	pearson	0	150
BCL2L2-1	BCL2L2	0.057915693802717695	A549	perturbation_control	pearson	0	150
BCL2L2-2	BCL2L2	-0.04289512944784985	A549	perturbation_control	pearson	0	150
BCL2L2-4	BCL2L2	-0.07133613653965215	A549	perturbation_control	pearson	0	150
BRAF-2	BRAF		A549	perturbation_control	pearson	0	150
BRAF1-1	BRAF1		A549	perturbation_control	pearson	0	150
BRCA1-1	BRCA1	0.8902570697279683	A549	perturbation_control	pearson	0	150
BRCA1-2	BRCA1	0.9028699028934108	A549	perturbation_control	pearson	0	150
BRD4-1	BRD4	1.0888009262972025	A549	perturbation_control	pearson	0	150
BRD4-2	BRD4	1.1211672886079425	A549	perturbation_control	pearson	0	150
CCND1-1	CCND1	1.3793929857450584	A549	perturbation_control	pearson	0	150
CCND1-2	CCND1	1.3019380927731303	A549	perturbation_control	pearson	0	150
CCNE1-1	CCNE1	1.863876102903947	A549	perturbation_control	pearson	0	150
CCNE1-2	CCNE1	1.77541266932045	A549	perturbation_control	pearson	0	150
CDK2-1	CDK2	1.7694977248088024	A549	perturbation_control	pearson	0	150
CDK2-2	CDK2	1.6159232095117853	A549	perturbation_control	pearson	0	150
CDK4-1	CDK4	1.4362164203136636	A549	perturbation_control	pearson	0	150
CDK4-2	CDK4	1.3599232576923463	A549	perturbation_control	pearson	0	150
CDK4-3	CDK4	1.3065321189632182	A549	perturbation_control	pearson	0	150
CHEK2-1	CHEK2	0.19434970509337787	A549	perturbation_control	pearson	0	150
CHEK2-2	CHEK2	0.1813010232013531	A549	perturbation_control	pearson	0	150
COX5B-1	COX5B	0.8840103021989555	A549	perturbation_control	pearson	0	150
COX5B-2	COX5B	0.7136145192432196	A549	perturbation_control	pearson	0	150
CSNK1A1-1	CSNK1A1	1.972738756026423	A549	perturbation_control	pearson	0	150
CSNK1A1-2	CSNK1A1	1.5871115012992671	A549	perturbation_control	pearson	0	150
CTNNB1-1	CTNNB1	-0.27862605218925784	A549	perturbation_control	pearson	0	150
CTNNB1-2	CTNNB1	-0.1827633931364159	A549	perturbation_control	pearson	0	150
Chr2-1	Chr2	0.4728701742214808	A549	perturbation_control	pearson	0	150
Chr2-2	Chr2	0.3420787038535735	A549	perturbation_control	pearson	0	150
Chr2-3	Chr2	0.5253336858853768	A549	perturbation_control	pearson	0	150
Chr2-4	Chr2	0.1728737852719601	A549	perturbation_control	pearson	0	150
Chr2-5	Chr2	0.38550327203413104	A549	perturbation_control	pearson	0	150
Chr2-6	Chr2	0.5214406281026724	A549	perturbation_control	pearson	0	150
DOT1L-1	DOT1L	0.38373620709794004	A549	perturbation_control	pearson	0	150
DOT1L-2	DOT1L	0.42077511867117273	A549	perturbation_control	pearson	0	150
EGFR-1	EGFR	0.5193408745461944	A549	perturbation_control	pearson	0	150
EGFR-2	EGFR	0.4579587968598599	A549	perturbation_control	pearson	0	150
EGLN1-8	EGLN1	0.5798443902681729	A549	perturbation_control	pearson	0	150
EGLN1-9	EGLN1	0.49672935557872333	A549	perturbation_control	pearson	0	150
EMPTY	EMPTY		A549	perturbation_control	pearson	0	150
ERBB2-1	ERBB2	1.478055861242475	A549	perturbation_control	pearson	0	150
ERBB2-2	ERBB2	1.578626793763756	A549	perturbation_control	pearson	0	150
ERBB3-1	ERBB3	1.070525918164113	A549	perturbation_control	pearson	0	150
ERBB3-2	ERBB3	0.9948684601573089	A549	perturbation_control	pearson	0	150
EZH2-1	EZH2	1.2829878875634837	A549	perturbation_control	pearson	0	150
EZH2-2	EZH2	1.2221426893085914	A549	perturbation_control	pearson	0	150
GLS-1	GLS	0.7618404206320863	A549	perturbation_control	pearson	0	150
GLS-2	GLS	0.4918659726358303	A549	perturbation_control	pearson	0	150
GPX4-1	GPX4	0.6016415728702817	A549	perturbation_control	pearson	0	150
GPX4-2	GPX4	0.7273506719048297	A549	perturbation_control	pearson	0	150
HIF1a-1	HIF1a	0.28143157629540966	A549	perturbation_control	pearson	0	150
HIF1a-2	HIF1a	0.2602275174679531	A549	perturbation_control	pearson	0	150
ITGAV-1	ITGAV	3.298103593423493	A549	perturbation_control	pearson	0	150
ITGAV-2	ITGAV	3.3863556913098662	A549	perturbation_control	pearson	0	150
JAK3-1	JAK3	0.06565525073720098	A549	perturbation_control	pearson	0	150
JAK3-2	JAK3	0.159804440631426	A549	perturbation_control	pearson	0	150
KIF11-1	KIF11	1.7605258410586375	A549	perturbation_control	pearson	0	150
KIF11-2	KIF11	1.840888055128984	A549	perturbation_control	pearson	0	150
KRAS-1	KRAS	0.8418869228480542	A549	perturbation_control	pearson	0	150
KRAS-2A	KRAS	0.8588969221194239	A549	perturbation_control	pearson	0	150
KRAS-2B	KRAS	0.022845096643774702	A549	perturbation_control	pearson	0	150
LacZ-2	LacZ	0.31844226884887306	A549	perturbation_control	pearson	0	150
LacZ-3	LacZ	0.32430968154933176	A549	perturbation_control	pearson	0	150
Luc-1	Luc	0.5649301183503178	A549	perturbation_control	pearson	0	150
Luc-2	Luc	0.6264466606259518	A549	perturbation_control	pearson	0	150
MAPK1-1	MAPK1	0.4737338778742211	A549	perturbation_control	pearson	0	150
MAPK1-2	MAPK1	0.37507567055622715	A549	perturbation_control	pearson	0	150
MCL1-2	MCL1	-0.042271335120139204	A549	perturbation_control	pearson	0	150
MCL1-5	MCL1	-0.04908137582192441	A549	perturbation_control	pearson	0	150
MTOR-1	MTOR	1.306747273185788	A549	perturbation_control	pearson	0	150
MTOR-2	MTOR	1.359078347736795	A549	perturbation_control	pearson	0	150
MYC-1	MYC	2.4225040100256536	A549	perturbation_control	pearson	0	150
MYC-2	MYC	2.1411279777546106	A549	perturbation_control	pearson	0	150
ORC4-1	ORC4	0.18340616488776845	A549	perturbation_control	pearson	0	150
ORC4-2	ORC4	0.17308885684677952	A549	perturbation_control	pearson	0	150
PIK3CA-1	PIK3CA	1.2678436123696233	A549	perturbation_control	pearson	0	150
PIK3CA-2	PIK3CA	1.5710996649835647	A549	perturbation_control	pearson	0	150
POLR2D-1	POLR2D	1.7773775946146415	A549	perturbation_control	pearson	0	150
POLR2D-2	POLR2D	1.7767753959466042	A549	perturbation_control	pearson	0	150
PPIB-1	PPIB	-0.06841071663681311	A549	perturbation_control	pearson	0	150
PPIB-2	PPIB	-0.1049755127916591	A549	perturbation_control	pearson	0	150
PRDX1-1	PRDX1	0.5414097435772286	A549	perturbation_control	pearson	0	150
PRDX1-2	PRDX1	0.4807983840783152	A549	perturbation_control	pearson	0	150
PSMA1-1	PSMA1	1.6519665725172215	A549	perturbation_control	pearson	0	150
PSMA1-2	PSMA1	1.5275397198873004	A549	perturbation_control	pearson	0	150
PTK2-1	PTK2	2.2505001413061283	A549	perturbation_control	pearson	0	150
PTK2-2	PTK2	2.6350267455504426	A549	perturbation_control	pearson	0	150
RAC1-1	RAC1	0.21439264231440483	A549	perturbation_control	pearson	0	150
RAC1-2	RAC1	0.16829540093022372	A549	perturbation_control	pearson	0	150
RAF1-1	RAF1	0.7084902016572547	A549	perturbation_control	pearson	0	150
RAF1-2	RAF1	0.6401481584126489	A549	perturbation_control	pearson	0	150
RHOA-1	RHOA	0.9062239792067004	A549	perturbation_control	pearson	0	150
RHOA-2	RHOA	0.8201728372044066	A549	perturbation_control	pearson	0	150
SDHB-1	SDHB	0.47602871900155286	A549	perturbation_control	pearson	0	150
SDHB-2	SDHB	0.5006976898250897	A549	perturbation_control	pearson	0	150
SLC2A1-1	SLC2A1		A549	perturbation_control	pearson	0	150
SLC2A2-2	SLC2A2		A549	perturbation_control	pearson	0	150
SMARCB1-1	SMARCB1	0.14719892239579765	A549	perturbation_control	pearson	0	150
SMARCB1-2	SMARCB1	0.18098219790212833	A549	perturbation_control	pearson	0	150
STAT3-1	STAT3	0.5351439465633459	A549	perturbation_control	pearson	0	150
STAT3-2	STAT3	0.5316565171309112	A549	perturbation_control	pearson	0	150
SUZ12-1	SUZ12	1.695797738539592	A549	perturbation_control	pearson	0	150
SUZ12-2	SUZ12	1.5596927956889097	A549	perturbation_control	pearson	0	150
TXN-1	TXN	0.9751962558235312	A549	perturbation_control	pearson	0	150
TXN-2	TXN	1.037555863680276	A549	perturbation_control	pearson	0	150
XBP-1	XBP	1.2530566145188593	A549	perturbation_control	pearson	0	150
XBP-2	XBP	1.1867328147263116	A549	perturbation_control	pearson	0	150
YAP1-1	YAP1	0.5403323686602802	A549	perturbation_control	pearson	0	150
YAP1-2	YAP1	0.5314321151468616	A549	perturbation_control	pearson	0	150
AKT1-1	AKT1	0.23134708076353405	ES2	perturbation_control	pearson	0	150
AKT1-2	AKT1	0.2010370222829953	ES2	perturbation_control	pearson	0	150
ARID1B-1	ARID1B	0.8717461952080662	ES2	perturbation_control	pearson	0	150
ARID1B-2	ARID1B	0.8048143937473904	ES2	perturbation_control	pearson	0	150
ATF4-1	ATF4	1.1479596734795976	ES2	perturbation_control	pearson	0	150
ATF4-2	ATF4	1.1862148288530012	ES2	perturbation_control	pearson	0	150
ATP50-1	ATP50	0.4766074310980317	ES2	perturbation_control	pearson	0	150
ATP50-2	ATP50	0.4585178092288868	ES2	perturbation_control	pearson	0	150
AURKB-2	AURKB		ES2	perturbation_control	pearson	0	150
BCL2-1	BCL2	0.20419245455781693	ES2	perturbation_control	pearson	0	150
BCL2-2	BCL2	0.2030795505759016	ES2	perturbation_control	pearson	0	150
BCL2L2-1	BCL2L2	-0.13291742006664872	ES2	perturbation_control	pearson	0	150
BCL2L2-2	BCL2L2	0.13564448693899478	ES2	perturbation_control	pearson	0	150
BCL2L2-4	BCL2L2	0.17125802797305073	ES2	perturbation_control	pearson	0	150
BRAF-2	BRAF		ES2	perturbation_control	pearson	0	150
BRAF1-1	BRAF1		ES2	perturbation_control	pearson	0	150
BRCA1-1	BRCA1	0.5197718198845156	ES2	perturbation_control	pearson	0	150
BRCA1-2	BRCA1	0.5076476047208751	ES2	perturbation_control	pearson	0	150
BRD4-1	BRD4	1.2624151900764526	ES2	perturbation_control	pearson	0	150
BRD4-2	BRD4	1.27539428068079	ES2	perturbation_control	pearson	0	150
CCND1-1	CCND1	2.4986376174519735	ES2	perturbation_control	pearson	0	150
CCND1-2	CCND1	2.714988839990047	ES2	perturbation_control	pearson	0	150
CCNE1-1	CCNE1	1.0870113121223521	ES2	perturbation_control	pearson	0	150
CCNE1-2	CCNE1	1.1514422359673933	ES2	perturbation_control	pearson	0	150
CDK2-1	CDK2	2.163953117672077	ES2	perturbation_control	pearson	0	150
CDK2-2	CDK2	1.9437727025171445	ES2	perturbation_control	pearson	0	150
CDK4-1	CDK4	2.7854478877801583	ES2	perturbation_control	pearson	0	150
CDK4-2	CDK4	2.747650099759173	ES2	perturbation_control	pearson	0	150
CDK4-3	CDK4	2.6404384367039833	ES2	perturbation_control	pearson	0	150
CHEK2-1	CHEK2	0.5766579752650216	ES2	perturbation_control	pearson	0	150
CHEK2-2	CHEK2	0.49965220077641503	ES2	perturbation_control	pearson	0	150
COX5B-1	COX5B	0.141931703765737	ES2	perturbation_control	pearson	0	150
COX5B-2	COX5B	0.08727694789878122	ES2	perturbation_control	pearson	0	150
CSNK1A1-1	CSNK1A1	0.8722187448148355	ES2	perturbation_control	pearson	0	150
CSNK1A1-2	CSNK1A1	0.8243845564793761	ES2	perturbation_control	pearson	0	150
