perturbation	group	grit	cell_line	barcode_control	cor_method	random_iteration	shuffle_method	norm_method
CCND1-2	CCND1	0.8547059089978647	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CCNE1-1	CCNE1	-0.7933024214059695	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CCNE1-2	CCNE1	-0.7511238793087465	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CDK2-1	CDK2	-1.593447398325809	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CDK2-2	CDK2	-1.381624745872376	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CDK4-1	CDK4	0.36603314821027405	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CDK4-2	CDK4	0.4559219043429077	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CDK4-3	CDK4	0.3695356433495893	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CHEK2-1	CHEK2	-0.16247941046388195	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CHEK2-2	CHEK2	-0.05203648992924788	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
COX5B-1	COX5B	1.1402556238554737	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
COX5B-2	COX5B	1.3306835705189166	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CSNK1A1-1	CSNK1A1	-0.6970725317006177	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CSNK1A1-2	CSNK1A1	-0.5542153811535924	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CTNNB1-1	CTNNB1	0.23396714192770518	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
CTNNB1-2	CTNNB1	0.19706657354719964	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-1	Chr2	0.005754397837856135	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-2	Chr2	-0.02010269386759826	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-3	Chr2	0.09943319256349034	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-4	Chr2	0.06627103126478663	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-5	Chr2	0.06763978556932304	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Chr2-6	Chr2	0.08029806747770973	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
DOT1L-1	DOT1L	1.0180429397042352	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
DOT1L-2	DOT1L	0.9692784456782104	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
EGFR-1	EGFR	0.23291119062123128	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
EGFR-2	EGFR	0.06463663842606882	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
EGLN1-8	EGLN1	0.038469757660388515	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
EGLN1-9	EGLN1	0.20297845003333437	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
EMPTY	EMPTY		ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB2-1	ERBB2	-1.2009980805185436	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB2-2	ERBB2	-0.9211417807093332	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB3-1	ERBB3	-0.3590783808306323	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ERBB3-2	ERBB3	-0.3356729494044287	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
EZH2-1	EZH2	0.20987118556334117	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
EZH2-2	EZH2	0.10525157037068589	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
GLS-1	GLS	1.110231029694146	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
GLS-2	GLS	1.1310025593444046	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
GPX4-1	GPX4	-0.4222487006496982	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
GPX4-2	GPX4	-0.6020599480206246	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
HIF1a-1	HIF1a	-0.26015975952201087	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
HIF1a-2	HIF1a	-0.022244267904403432	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ITGAV-1	ITGAV	-0.34962767489988406	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ITGAV-2	ITGAV	-0.44703298577722134	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
JAK3-1	JAK3	-0.31685078013810986	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
JAK3-2	JAK3	-0.11008694944234573	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
KIF11-1	KIF11	-0.43616073652692444	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
KIF11-2	KIF11	-0.36846400292224585	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
KRAS-1	KRAS	0.5594085269203765	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
KRAS-2A	KRAS	0.4684614768113361	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
KRAS-2B	KRAS	0.43102028121091696	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
LacZ-2	LacZ	-0.13303526411770333	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
LacZ-3	LacZ	0.09439291666160153	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Luc-1	Luc	0.4362434862475869	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
Luc-2	Luc	0.4985783272869097	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MAPK1-1	MAPK1	-0.16723342542433225	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MAPK1-2	MAPK1	-0.2038694262482725	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MCL1-2	MCL1	0.29523634706514834	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MCL1-5	MCL1	0.46146059939548245	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MTOR-1	MTOR	-0.20891731742329153	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MTOR-2	MTOR	-0.08666400662056409	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MYC-1	MYC	0.19114608759411494	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
MYC-2	MYC	-0.09283534622868167	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ORC4-1	ORC4	-0.00026971543234599604	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
ORC4-2	ORC4	0.097321379238381	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PIK3CA-1	PIK3CA	-0.050311598469993224	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PIK3CA-2	PIK3CA	-0.19300308990673112	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
POLR2D-1	POLR2D	-0.22364274788172098	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
POLR2D-2	POLR2D	-0.3041268525360442	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PPIB-1	PPIB	-0.08651686411026785	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PPIB-2	PPIB	-0.0940967326468481	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PRDX1-1	PRDX1	0.47193796259186144	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PRDX1-2	PRDX1	0.726058287806016	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PSMA1-1	PSMA1	-0.09553841577695438	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PSMA1-2	PSMA1	0.0023156560242813054	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PTK2-1	PTK2	-0.4153081243364426	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
PTK2-2	PTK2	-0.18780143320541975	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
RAC1-1	RAC1	-0.4565306461861902	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
RAC1-2	RAC1	-0.0815676776913995	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
RAF1-1	RAF1	0.41433934263746913	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
RAF1-2	RAF1	0.31352732050803067	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
RHOA-1	RHOA	0.39025210527862547	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
RHOA-2	RHOA	0.11395499367941522	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SDHB-1	SDHB	0.4403151317223795	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SDHB-2	SDHB	0.41670537066157004	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SMARCB1-1	SMARCB1	0.3053597698103701	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SMARCB1-2	SMARCB1	0.33308578314897863	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
STAT3-1	STAT3	-0.8927552477573489	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
STAT3-2	STAT3	-1.0502725401490138	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SUZ12-1	SUZ12	-0.6233724908109896	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
SUZ12-2	SUZ12	-0.5307078081595196	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
TXN-1	TXN	0.5559601000007928	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
TXN-2	TXN	0.7939951288032437	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
XBP-1	XBP	0.16289849300962117	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
XBP-2	XBP	0.3817745445549406	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
YAP1-1	YAP1	0.7198005560449188	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
YAP1-2	YAP1	0.5137226111236632	ES2	cutting_control	pearson	0	metadata_shuffle_ctrl_fixed	ctrl_based
AKT1-1	AKT1	-0.15597806506769846	ES2	cutting_control	pearson	0	independent_column	whole_plate
AKT1-2	AKT1	-0.16466622823181382	ES2	cutting_control	pearson	0	independent_column	whole_plate
ARID1B-1	ARID1B	0.07847512449373187	ES2	cutting_control	pearson	0	independent_column	whole_plate
ARID1B-2	ARID1B	-0.019478630030889482	ES2	cutting_control	pearson	0	independent_column	whole_plate
ATF4-1	ATF4	-0.25017800057715406	ES2	cutting_control	pearson	0	independent_column	whole_plate
ATF4-2	ATF4	-0.12300181310155081	ES2	cutting_control	pearson	0	independent_column	whole_plate
ATP50-1	ATP50	-0.4670317338159815	ES2	cutting_control	pearson	0	independent_column	whole_plate
ATP50-2	ATP50	-0.02185846792780971	ES2	cutting_control	pearson	0	independent_column	whole_plate
AURKB-2	AURKB		ES2	cutting_control	pearson	0	independent_column	whole_plate
BCL2-1	BCL2	-0.39700144462610515	ES2	cutting_control	pearson	0	independent_column	whole_plate
BCL2-2	BCL2	-0.1762175397356398	ES2	cutting_control	pearson	0	independent_column	whole_plate
BCL2L2-1	BCL2L2	-0.119340603872373	ES2	cutting_control	pearson	0	independent_column	whole_plate
BCL2L2-2	BCL2L2	-0.03744001680475456	ES2	cutting_control	pearson	0	independent_column	whole_plate
BCL2L2-4	BCL2L2	0.22470142976639762	ES2	cutting_control	pearson	0	independent_column	whole_plate
BRAF-2	BRAF		ES2	cutting_control	pearson	0	independent_column	whole_plate
BRAF1-1	BRAF1		ES2	cutting_control	pearson	0	independent_column	whole_plate
BRCA1-1	BRCA1	0.01851118591874054	ES2	cutting_control	pearson	0	independent_column	whole_plate
BRCA1-2	BRCA1	0.012573435629291405	ES2	cutting_control	pearson	0	independent_column	whole_plate
BRD4-1	BRD4	0.6935106680712941	ES2	cutting_control	pearson	0	independent_column	whole_plate
BRD4-2	BRD4	0.6703425697168116	ES2	cutting_control	pearson	0	independent_column	whole_plate
CCND1-1	CCND1	0.21216029312604523	ES2	cutting_control	pearson	0	independent_column	whole_plate
CCND1-2	CCND1	0.13860906915563592	ES2	cutting_control	pearson	0	independent_column	whole_plate
CCNE1-1	CCNE1	0.6242816838668612	ES2	cutting_control	pearson	0	independent_column	whole_plate
CCNE1-2	CCNE1	0.6670097721003521	ES2	cutting_control	pearson	0	independent_column	whole_plate
CDK2-1	CDK2	0.2839539106528857	ES2	cutting_control	pearson	0	independent_column	whole_plate
CDK2-2	CDK2	0.2680535870917501	ES2	cutting_control	pearson	0	independent_column	whole_plate
CDK4-1	CDK4	-0.1808954085966557	ES2	cutting_control	pearson	0	independent_column	whole_plate
CDK4-2	CDK4	0.10707239977740977	ES2	cutting_control	pearson	0	independent_column	whole_plate
CDK4-3	CDK4	0.31166981398944343	ES2	cutting_control	pearson	0	independent_column	whole_plate
CHEK2-1	CHEK2	-0.16448468374630748	ES2	cutting_control	pearson	0	independent_column	whole_plate
CHEK2-2	CHEK2	-0.05782935580254894	ES2	cutting_control	pearson	0	independent_column	whole_plate
COX5B-1	COX5B	0.02215076440558414	ES2	cutting_control	pearson	0	independent_column	whole_plate
COX5B-2	COX5B	0.35222791284073296	ES2	cutting_control	pearson	0	independent_column	whole_plate
CSNK1A1-1	CSNK1A1	-0.9131093299178688	ES2	cutting_control	pearson	0	independent_column	whole_plate
CSNK1A1-2	CSNK1A1	-1.120371396053259	ES2	cutting_control	pearson	0	independent_column	whole_plate
CTNNB1-1	CTNNB1	0.5383004590554588	ES2	cutting_control	pearson	0	independent_column	whole_plate
CTNNB1-2	CTNNB1	0.4382523790992633	ES2	cutting_control	pearson	0	independent_column	whole_plate
Chr2-1	Chr2	-0.003018804988879431	ES2	cutting_control	pearson	0	independent_column	whole_plate
Chr2-2	Chr2	-0.001979069200475625	ES2	cutting_control	pearson	0	independent_column	whole_plate
Chr2-3	Chr2	0.009209240093923534	ES2	cutting_control	pearson	0	independent_column	whole_plate
Chr2-4	Chr2	-0.004963440683125389	ES2	cutting_control	pearson	0	independent_column	whole_plate
Chr2-5	Chr2	-0.0650065247889565	ES2	cutting_control	pearson	0	independent_column	whole_plate
Chr2-6	Chr2	0.08399869242025111	ES2	cutting_control	pearson	0	independent_column	whole_plate
DOT1L-1	DOT1L	0.4426033384152775	ES2	cutting_control	pearson	0	independent_column	whole_plate
DOT1L-2	DOT1L	0.2831230716066028	ES2	cutting_control	pearson	0	independent_column	whole_plate
EGFR-1	EGFR	-0.320579781583999	ES2	cutting_control	pearson	0	independent_column	whole_plate
EGFR-2	EGFR	-0.23578604544198947	ES2	cutting_control	pearson	0	independent_column	whole_plate
EGLN1-8	EGLN1	0.6163840536508739	ES2	cutting_control	pearson	0	independent_column	whole_plate
EGLN1-9	EGLN1	0.7461125953599772	ES2	cutting_control	pearson	0	independent_column	whole_plate
EMPTY	EMPTY		ES2	cutting_control	pearson	0	independent_column	whole_plate
ERBB2-1	ERBB2	-0.6571462085287813	ES2	cutting_control	pearson	0	independent_column	whole_plate
ERBB2-2	ERBB2	-0.6859180625389397	ES2	cutting_control	pearson	0	independent_column	whole_plate
ERBB3-1	ERBB3	0.2954336580057187	ES2	cutting_control	pearson	0	independent_column	whole_plate
ERBB3-2	ERBB3	0.2587701936325133	ES2	cutting_control	pearson	0	independent_column	whole_plate
EZH2-1	EZH2	-0.04509184652021392	ES2	cutting_control	pearson	0	independent_column	whole_plate
EZH2-2	EZH2	-0.010416613560948418	ES2	cutting_control	pearson	0	independent_column	whole_plate
GLS-1	GLS	0.548103689484352	ES2	cutting_control	pearson	0	independent_column	whole_plate
GLS-2	GLS	0.6323748247945016	ES2	cutting_control	pearson	0	independent_column	whole_plate
GPX4-1	GPX4	-0.334928280164406	ES2	cutting_control	pearson	0	independent_column	whole_plate
GPX4-2	GPX4	-0.5247342482461241	ES2	cutting_control	pearson	0	independent_column	whole_plate
HIF1a-1	HIF1a	-0.4118356215265456	ES2	cutting_control	pearson	0	independent_column	whole_plate
HIF1a-2	HIF1a	-0.36473397857627765	ES2	cutting_control	pearson	0	independent_column	whole_plate
ITGAV-1	ITGAV	-0.8831604833118807	ES2	cutting_control	pearson	0	independent_column	whole_plate
ITGAV-2	ITGAV	-0.6079879536568334	ES2	cutting_control	pearson	0	independent_column	whole_plate
JAK3-1	JAK3	0.15173528914001114	ES2	cutting_control	pearson	0	independent_column	whole_plate
JAK3-2	JAK3	0.25826278019550175	ES2	cutting_control	pearson	0	independent_column	whole_plate
KIF11-1	KIF11	-0.7095705104227203	ES2	cutting_control	pearson	0	independent_column	whole_plate
KIF11-2	KIF11	-0.9531814453591605	ES2	cutting_control	pearson	0	independent_column	whole_plate
KRAS-1	KRAS	0.6599830051013671	ES2	cutting_control	pearson	0	independent_column	whole_plate
KRAS-2A	KRAS	0.2145728947505079	ES2	cutting_control	pearson	0	independent_column	whole_plate
KRAS-2B	KRAS	0.48203965405738913	ES2	cutting_control	pearson	0	independent_column	whole_plate
LacZ-2	LacZ	0.5451108749182985	ES2	cutting_control	pearson	0	independent_column	whole_plate
LacZ-3	LacZ	0.35765371654576944	ES2	cutting_control	pearson	0	independent_column	whole_plate
Luc-1	Luc	0.28436843038431336	ES2	cutting_control	pearson	0	independent_column	whole_plate
Luc-2	Luc	0.3324646781727536	ES2	cutting_control	pearson	0	independent_column	whole_plate
MAPK1-1	MAPK1	-0.43605889278421295	ES2	cutting_control	pearson	0	independent_column	whole_plate
MAPK1-2	MAPK1	-0.23740216136239545	ES2	cutting_control	pearson	0	independent_column	whole_plate
MCL1-2	MCL1	-0.31447674045192914	ES2	cutting_control	pearson	0	independent_column	whole_plate
MCL1-5	MCL1	-0.3890579564375594	ES2	cutting_control	pearson	0	independent_column	whole_plate
MTOR-1	MTOR	-0.14691404967915672	ES2	cutting_control	pearson	0	independent_column	whole_plate
MTOR-2	MTOR	-0.09291023540947749	ES2	cutting_control	pearson	0	independent_column	whole_plate
MYC-1	MYC	-0.26884868010031293	ES2	cutting_control	pearson	0	independent_column	whole_plate
MYC-2	MYC	-0.655375915308268	ES2	cutting_control	pearson	0	independent_column	whole_plate
ORC4-1	ORC4	-0.047110001432669836	ES2	cutting_control	pearson	0	independent_column	whole_plate
ORC4-2	ORC4	0.0023434699810728904	ES2	cutting_control	pearson	0	independent_column	whole_plate
PIK3CA-1	PIK3CA	0.5691595804474053	ES2	cutting_control	pearson	0	independent_column	whole_plate
PIK3CA-2	PIK3CA	0.5605690992163126	ES2	cutting_control	pearson	0	independent_column	whole_plate
POLR2D-1	POLR2D	0.22108004352109645	ES2	cutting_control	pearson	0	independent_column	whole_plate
POLR2D-2	POLR2D	0.14169022941889714	ES2	cutting_control	pearson	0	independent_column	whole_plate
PPIB-1	PPIB	-0.13290292784216162	ES2	cutting_control	pearson	0	independent_column	whole_plate
PPIB-2	PPIB	-0.024209830773012427	ES2	cutting_control	pearson	0	independent_column	whole_plate
PRDX1-1	PRDX1	0.011083605318882805	ES2	cutting_control	pearson	0	independent_column	whole_plate
PRDX1-2	PRDX1	0.10011384398269321	ES2	cutting_control	pearson	0	independent_column	whole_plate
PSMA1-1	PSMA1	-0.0037055936673664157	ES2	cutting_control	pearson	0	independent_column	whole_plate
PSMA1-2	PSMA1	0.19136816430268117	ES2	cutting_control	pearson	0	independent_column	whole_plate
PTK2-1	PTK2	-0.3953804555427674	ES2	cutting_control	pearson	0	independent_column	whole_plate
PTK2-2	PTK2	-0.3334396598003554	ES2	cutting_control	pearson	0	independent_column	whole_plate
RAC1-1	RAC1	-0.1918262875227446	ES2	cutting_control	pearson	0	independent_column	whole_plate
RAC1-2	RAC1	-0.462767302141195	ES2	cutting_control	pearson	0	independent_column	whole_plate
RAF1-1	RAF1	-0.5001890106607071	ES2	cutting_control	pearson	0	independent_column	whole_plate
RAF1-2	RAF1	-0.3369334323909685	ES2	cutting_control	pearson	0	independent_column	whole_plate
RHOA-1	RHOA	-0.4941154370063429	ES2	cutting_control	pearson	0	independent_column	whole_plate
RHOA-2	RHOA	-0.6435127750467442	ES2	cutting_control	pearson	0	independent_column	whole_plate
SDHB-1	SDHB	-0.09239686202515957	ES2	cutting_control	pearson	0	independent_column	whole_plate
SDHB-2	SDHB	-0.261855199659726	ES2	cutting_control	pearson	0	independent_column	whole_plate
SLC2A1-1	SLC2A1		ES2	cutting_control	pearson	0	independent_column	whole_plate
SLC2A2-2	SLC2A2		ES2	cutting_control	pearson	0	independent_column	whole_plate
SMARCB1-1	SMARCB1	1.3575744104841656	ES2	cutting_control	pearson	0	independent_column	whole_plate
SMARCB1-2	SMARCB1	0.9219199792822822	ES2	cutting_control	pearson	0	independent_column	whole_plate
STAT3-1	STAT3	0.49941619794235714	ES2	cutting_control	pearson	0	independent_column	whole_plate
STAT3-2	STAT3	0.4391663728413708	ES2	cutting_control	pearson	0	independent_column	whole_plate
SUZ12-1	SUZ12	-0.07843488675825575	ES2	cutting_control	pearson	0	independent_column	whole_plate
SUZ12-2	SUZ12	-0.007442861290384045	ES2	cutting_control	pearson	0	independent_column	whole_plate
TXN-1	TXN	-0.5180701774887957	ES2	cutting_control	pearson	0	independent_column	whole_plate
